fa_flight_id,groundspeed,heading,longitude,latitude,timestamp,altitude
AIQ3029-1670715240-schedule-0553,248.5,296.56666666666666,100.49571166666666,13.891619666666667,2022-12-12 23:45:15+00:00,4263.333333333333
AIQ3029-1670715240-schedule-0553,249.0,296.53333333333336,100.49459333333331,13.892147333333334,2022-12-12 23:45:16+00:00,4306.666666666666
AIQ3029-1670715240-schedule-0553,249.5,296.5,100.493475,13.892675,2022-12-12 23:45:17+00:00,4350.0
AIQ3029-1670715240-schedule-0553,250.0,296.46666666666664,100.49235666666668,13.893202666666664,2022-12-12 23:45:18+00:00,4393.333333333334
AIQ3029-1670715240-schedule-0553,250.5,296.43333333333334,100.49123833333331,13.893730333333332,2022-12-12 23:45:19+00:00,4436.666666666667
AIQ3029-1670715240-schedule-0553,251.0,296.4,100.49012,13.894258,2022-12-12 23:45:20+00:00,4480.0
AIQ3029-1670715240-schedule-0553,251.5,296.3666666666667,100.48900166666668,13.894785666666666,2022-12-12 23:45:21+00:00,4523.333333333333
AIQ3029-1670715240-schedule-0553,252.0,296.3333333333333,100.48788333333331,13.895313333333332,2022-12-12 23:45:22+00:00,4566.666666666666
AIQ3029-1670715240-schedule-0553,252.5,296.3,100.486765,13.895841,2022-12-12 23:45:23+00:00,4610.0
AIQ3029-1670715240-schedule-0553,253.0,296.26666666666665,100.48564666666668,13.896368666666666,2022-12-12 23:45:24+00:00,4653.333333333333
AIQ3029-1670715240-schedule-0553,253.5,296.2333333333333,100.48452833333332,13.896896333333332,2022-12-12 23:45:25+00:00,4696.666666666667
AIQ3029-1670715240-schedule-0553,254.0,296.2,100.48341,13.897424,2022-12-12 23:45:26+00:00,4740.0
AIQ3029-1670715240-schedule-0553,254.5,296.1666666666667,100.48229166666668,13.897951666666666,2022-12-12 23:45:27+00:00,4783.333333333334
AIQ3029-1670715240-schedule-0553,255.0,296.1333333333333,100.48117333333332,13.898479333333333,2022-12-12 23:45:28+00:00,4826.666666666667
AIQ3029-1670715240-schedule-0553,255.5,296.1,100.480055,13.899007,2022-12-12 23:45:29+00:00,4870.0
AIQ3029-1670715240-schedule-0553,256.0,296.06666666666666,100.47893666666666,13.899534666666666,2022-12-12 23:45:30+00:00,4913.333333333333
AIQ3029-1670715240-schedule-0553,256.5,296.03333333333336,100.47781833333332,13.900062333333333,2022-12-12 23:45:31+00:00,4956.666666666666
AIQ3029-1670715240-schedule-0553,257.0,296.0,100.4767,13.90059,2022-12-12 23:45:32+00:00,5000.0
AIQ3029-1670715240-schedule-0553,257.06666666666666,296.03333333333336,100.475618,13.90111,2022-12-12 23:45:33+00:00,5050.0
AIQ3029-1670715240-schedule-0553,257.1333333333333,296.06666666666666,100.474536,13.90163,2022-12-12 23:45:34+00:00,5100.0
AIQ3029-1670715240-schedule-0553,257.2,296.1,100.473454,13.90215,2022-12-12 23:45:35+00:00,5150.0
AIQ3029-1670715240-schedule-0553,257.26666666666665,296.1333333333333,100.472372,13.90267,2022-12-12 23:45:36+00:00,5200.0
AIQ3029-1670715240-schedule-0553,257.3333333333333,296.1666666666667,100.47129,13.90319,2022-12-12 23:45:37+00:00,5250.0
AIQ3029-1670715240-schedule-0553,257.4,296.2,100.470208,13.90371,2022-12-12 23:45:38+00:00,5300.0
AIQ3029-1670715240-schedule-0553,257.46666666666664,296.2333333333333,100.469126,13.90423,2022-12-12 23:45:39+00:00,5350.0
AIQ3029-1670715240-schedule-0553,257.53333333333336,296.26666666666665,100.468044,13.90475,2022-12-12 23:45:40+00:00,5400.0
AIQ3029-1670715240-schedule-0553,257.6,296.3,100.466962,13.90527,2022-12-12 23:45:41+00:00,5450.0
AIQ3029-1670715240-schedule-0553,257.6666666666667,296.3333333333333,100.46588,13.90579,2022-12-12 23:45:42+00:00,5500.0
AIQ3029-1670715240-schedule-0553,257.7333333333333,296.3666666666667,100.464798,13.90631,2022-12-12 23:45:43+00:00,5550.0
AIQ3029-1670715240-schedule-0553,257.8,296.4,100.463716,13.90683,2022-12-12 23:45:44+00:00,5600.0
AIQ3029-1670715240-schedule-0553,257.8666666666667,296.43333333333334,100.462634,13.90735,2022-12-12 23:45:45+00:00,5650.0
AIQ3029-1670715240-schedule-0553,257.93333333333334,296.46666666666664,100.461552,13.90787,2022-12-12 23:45:46+00:00,5700.0
AIQ3029-1670715240-schedule-0553,258.0,296.5,100.46047,13.90839,2022-12-12 23:45:47+00:00,5750.0
AIQ3029-1670715240-schedule-0553,258.06666666666666,296.53333333333336,100.459388,13.90891,2022-12-12 23:45:48+00:00,5800.0
AIQ3029-1670715240-schedule-0553,258.1333333333333,296.56666666666666,100.458306,13.90943,2022-12-12 23:45:49+00:00,5850.0
AIQ3029-1670715240-schedule-0553,258.2,296.6,100.457224,13.90995,2022-12-12 23:45:50+00:00,5900.0
AIQ3029-1670715240-schedule-0553,258.26666666666665,296.6333333333333,100.456142,13.91047,2022-12-12 23:45:51+00:00,5950.0
AIQ3029-1670715240-schedule-0553,258.3333333333333,296.6666666666667,100.45506,13.91099,2022-12-12 23:45:52+00:00,6000.0
AIQ3029-1670715240-schedule-0553,258.4,296.7,100.453978,13.91151,2022-12-12 23:45:53+00:00,6050.0
AIQ3029-1670715240-schedule-0553,258.46666666666664,296.7333333333333,100.452896,13.91203,2022-12-12 23:45:54+00:00,6100.0
AIQ3029-1670715240-schedule-0553,258.53333333333336,296.76666666666665,100.451814,13.91255,2022-12-12 23:45:55+00:00,6150.0
AIQ3029-1670715240-schedule-0553,258.6,296.8,100.450732,13.91307,2022-12-12 23:45:56+00:00,6200.0
AIQ3029-1670715240-schedule-0553,258.6666666666667,296.8333333333333,100.44965,13.91359,2022-12-12 23:45:57+00:00,6250.0
AIQ3029-1670715240-schedule-0553,258.7333333333333,296.8666666666667,100.448568,13.91411,2022-12-12 23:45:58+00:00,6300.0
AIQ3029-1670715240-schedule-0553,258.8,296.9,100.447486,13.91463,2022-12-12 23:45:59+00:00,6350.0
AIQ3029-1670715240-schedule-0553,258.8666666666667,296.93333333333334,100.446404,13.91515,2022-12-12 23:46:00+00:00,6400.0
AIQ3029-1670715240-schedule-0553,258.93333333333334,296.96666666666664,100.445322,13.91567,2022-12-12 23:46:01+00:00,6450.0
AIQ3029-1670715240-schedule-0553,259.0,297.0,100.44424,13.91619,2022-12-12 23:46:02+00:00,6500.0
AIQ3029-1670715240-schedule-0553,259.1666666666667,296.72222222222223,100.44307,13.916724444444444,2022-12-12 23:46:03+00:00,6544.444444444444
AIQ3029-1670715240-schedule-0553,259.3333333333333,296.44444444444446,100.4419,13.91725888888889,2022-12-12 23:46:04+00:00,6588.888888888889
AIQ3029-1670715240-schedule-0553,259.5,296.1666666666667,100.44073,13.917793333333334,2022-12-12 23:46:05+00:00,6633.333333333333
AIQ3029-1670715240-schedule-0553,259.6666666666667,295.8888888888889,100.43956,13.918327777777778,2022-12-12 23:46:06+00:00,6677.777777777777
AIQ3029-1670715240-schedule-0553,259.8333333333333,295.6111111111111,100.43839,13.918862222222222,2022-12-12 23:46:07+00:00,6722.222222222223
AIQ3029-1670715240-schedule-0553,260.0,295.3333333333333,100.43722,13.919396666666668,2022-12-12 23:46:08+00:00,6766.666666666667
AIQ3029-1670715240-schedule-0553,260.1666666666667,295.05555555555554,100.43605,13.919931111111111,2022-12-12 23:46:09+00:00,6811.111111111111
AIQ3029-1670715240-schedule-0553,260.3333333333333,294.77777777777777,100.43488,13.920465555555555,2022-12-12 23:46:10+00:00,6855.555555555556
AIQ3029-1670715240-schedule-0553,260.5,294.5,100.43371,13.921,2022-12-12 23:46:11+00:00,6900.0
